"period","flux","variation","flux_unit","annual","area","mean","ci_lwr","ci_upr","area_m2","mean_area","ci_lwr_area","ci_upr_area","flux_fct"
"burp","exposed sediment CH4","no_pore_30","C","no","exposed sediment area",40.0833771714913,-115.07829656313,173.915019365146,1342445.29199144,53809740.9709858,-154486317.431569,233471398.953341,"exposed sediment CH4"
"burp","exposed sediment CH4","no_pore_100","C","no","exposed sediment area",133.506560239698,-383.504787180402,579.6319351541,1342445.29199144,179225253.243755,-514834196.006511,778124162.435512,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_0.0833333333333333","CO2-eq","no","exposed sediment area",372.967331782592,353.39591666812,389.848269978951,1342445.29199144,500688238.618151,474414684.540118,523349974.624252,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_1","CO2-eq","no","exposed sediment area",428.582693131319,193.725711757653,631.153951487627,1342445.29199144,575348818.623153,260066169.686754,847289650.696361,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_5","CO2-eq","no","exposed sediment area",671.267906289399,-503.017000578928,1684.12419807094,1342445.29199144,901140440.463158,-675272804.218839,2260844600.8292,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_10","CO2-eq","no","exposed sediment area",974.624422737,-1373.94539099965,3000.33700630007,1342445.29199144,1308379967.76317,-1844446521.60083,4027788288.49523,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_30","CO2-eq","no","exposed sediment area",2188.05048844667,-4857.65895267848,8265.18823921532,1342445.29199144,2937338076.85481,-6521141391.12332,11095563039.1577,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_100","CO2-eq","no","exposed sediment area",6430.28755073455,-17046.5907530978,26688.3170647494,1342445.29199144,8632309248.63479,-22884115501.001,35827605594.7478,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_0.0833333333333333","C","no","exposed sediment area",8.21354271437019,7.78253806510217,8.58529727601437,1342445.29199144,11026231.7474769,10447631.5852406,11525291.9085325,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_1","C","no","exposed sediment area",9.43831257244231,4.26625678122601,13.8993673121725,1342445.29199144,12670418.2772188,5727216.33038343,18659140.2098858,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_5","C","no","exposed sediment area",14.7827628622115,-11.0775160938699,37.0880365608624,1342445.29199144,19845050.4070018,-14870959.3271751,49788660.0703363,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_10","C","no","exposed sediment area",21.4633257244231,-30.2572321877399,66.0738731217249,1342445.29199144,28813340.5692306,-40618678.8991234,88700559.8958996,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_30","C","no","exposed sediment area",48.1855771714913,-106.97609656313,182.017219365146,1342445.29199144,64686501.2157589,-143609557.186796,244348159.198114,"exposed sediment CH4"
"burp","exposed sediment CH4","pore_100","C","no","exposed sediment area",141.608760239698,-375.402587180402,587.7341351541,1342445.29199144,190102013.488528,-503957435.761738,789000922.680285,"exposed sediment CH4"
"burp","drawdown ebullition","0","CO2-eq","no","reservoir",0,0,0,1510000,0,0,0,"drawdown ebullition"
"burp","drawdown ebullition","5","CO2-eq","no","reservoir",50.6,5.6,95.6,1510000,76406000,8456000.00000001,144356000,"drawdown ebullition"
"burp","drawdown ebullition","10","CO2-eq","no","reservoir",101.2,11.2,191.2,1510000,152812000,16912000,288712000,"drawdown ebullition"
"burp","drawdown ebullition","25","CO2-eq","no","reservoir",253,28,478,1510000,382030000,42280000,721780000,"drawdown ebullition"
"burp","drawdown ebullition","100","CO2-eq","no","reservoir",1012,112,1912,1510000,1528120000,169120000,2887120000,"drawdown ebullition"
"burp","drawdown ebullition","0","C","no","reservoir",0,0,0,1510000,0,0,0,"drawdown ebullition"
"burp","drawdown ebullition","5","C","no","reservoir",1.11432081560804,0.123324042834091,2.10531758838199,1510000,1682624.43156814,186219.304679478,3179029.5584568,"drawdown ebullition"
"burp","drawdown ebullition","10","C","no","reservoir",2.22864163121608,0.246648085668183,4.21063517676397,1510000,3365248.86313628,372438.609358956,6358059.1169136,"drawdown ebullition"
"burp","drawdown ebullition","25","C","no","reservoir",5.57160407804019,0.616620214170457,10.5265879419099,1510000,8413122.15784069,931096.52339739,15895147.792284,"drawdown ebullition"
"burp","drawdown ebullition","100","C","no","reservoir",22.2864163121608,2.46648085668183,42.1063517676397,1510000,33652488.6313628,3724386.09358956,63580591.169136,"drawdown ebullition"
"burp","eroded sediment emissions",NA,"CO2-eq","no","reservoir",120597.842524267,5286.49902956255,553565.633059547,1510000,182102742211.644,7982613534.63944,835884105919.916,"eroded sediment emissions"
"burp","eroded sediment emissions",NA,"C","no","reservoir",32910.2496868087,1442.64606555433,151063.923041244,1510000,49694477027.0811,2178395558.98704,228106523792.279,"eroded sediment emissions"
"build","river CO2 emissions",NA,"CO2-eq","yes","river",3540.7445440928,481.470788896653,12151.6707631518,167554.708008556,593268418.218355,80672697.4482277,2036069646.53601,"river CO2 emissions"
"build","river CO2 emissions",NA,"C","yes","river",966.242716986014,131.389779019514,3316.10011055336,167554.708008556,161898516.309985,22014976.0589233,555628185.750908,"river CO2 emissions"
"build","river CH4 emissions",NA,"CO2-eq","yes","river",92.8927406993084,0,2962.91209110003,167554.708008556,15564616.0439871,0,496449870.279285,"river CH4 emissions"
"build","river CH4 emissions",NA,"C","yes","river",2.04569791660315,0,65.249696006512,167554.708008556,342766.317090151,0,10932893.7620181,"river CH4 emissions"
"build","NEP","25","CO2-eq","yes","exposed sediment area",-539.452903412854,766.530173262436,-1845.43598008814,1342445.29199144,-724186010.437701,1029024822.26554,-2477396843.14095,"NEP"
"build","NEP","50","CO2-eq","yes","exposed sediment area",-721.614103435098,789.529972203077,-2232.75817907327,1342445.29199144,-968727455.791074,1059900794.07016,-2997355705.6523,"NEP"
"build","NEP","100","CO2-eq","yes","exposed sediment area",-772.465889305761,839.4330167345,-2384.36479534602,1342445.29199144,-1036993196.3225,1126892901.2574,-3200879293.90241,"NEP"
"build","NEP","25","C","yes","exposed sediment area",-147.212664621413,209.18035403049,-503.605683273315,1342445.29199144,-197624948.542531,280813181.445334,-676063078.530397,"NEP"
"build","NEP","50","C","yes","exposed sediment area",-196.923094348001,215.456827224698,-609.3030159207,1342445.29199144,-264358480.891861,289239003.33521,-817955965.118932,"NEP"
"build","NEP","100","C","yes","exposed sediment area",-210.80016656583,229.074995023434,-650.675328155095,1342445.29199144,-282987691.157311,307520648.582173,-873496030.896795,"NEP"
"build","soil CH4 emissions",NA,"CO2-eq","yes","exposed sediment area",-33.730567963386,-72.788805332781,5.06662181171075,1342445.29199144,-45281442.158645,-97714989.0286735,6801662.59743226,"soil CH4 emissions"
"build","soil CH4 emissions",NA,"C","yes","exposed sediment area",-0.742819644345507,-1.60296602619682,0.111577908094921,1342445.29199144,-997194.734350385,-2151894.19509016,149787.237412281,"soil CH4 emissions"
"build","tree CH4 emissions","offset by canopy","CO2-eq","yes","exposed sediment area",0,0,0,1342445.29199144,0,0,0,"tree CH4 emissions"
"build","tree CH4 emissions","offset by canopy","C","yes","exposed sediment area",0,0,0,1342445.29199144,0,0,0,"tree CH4 emissions"
"build","tree CH4 emissions","whole trunk","CO2-eq","yes","exposed sediment area",30.0444673807515,-159.346999392765,147.434652185702,1342445.29199144,40333053.7856804,-213914629.127781,197922954.703092,"tree CH4 emissions"
"build","tree CH4 emissions","whole trunk","C","yes","exposed sediment area",0.661643782534153,-3.50916360332094,3.24682810024622,1342445.29199144,888220.580838385,-4710860.15810593,4358689.09708107,"tree CH4 emissions"
"build","tree CH4 emissions","three feet","CO2-eq","yes","exposed sediment area",1.4769119279461,-8.29456030569813,8.41136226864588,1342445.29199144,1982673.46435725,-11134993.4315236,11291793.6767781,"tree CH4 emissions"
"build","tree CH4 emissions","three feet","C","yes","exposed sediment area",0.0325247767614652,-0.182664055433905,0.185236285841347,1342445.29199144,43662.7334365016,-245216.50123331,248669.579833697,"tree CH4 emissions"
